Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto
Mercedes-Benz,SLK-Class SLK320,2001,95756,Gasoline,215.0,3.2,6.0,Manual,Outra,beige,None reported,Yes,5915,8406.19
Outra,Panamera 4S,2010,100975,Gasoline,400.0,4.8,8.0,DCT,Outra,Outra,None reported,Yes,26026,26499.06
Outra,Cayenne Platinum Edition,2017,117551,Gasoline,300.0,3.6,6.0,Automatic,white,Black,None reported,Yes,28201,25167.35
Outra,Rover Range Rover 5.0L V8 Supercharged,2019,28164,Gasoline,518.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,59150,60309.96
Outra,XC90 3.2,2011,142105,Gasoline,235.0,3.2,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,10465,11773.38
Outra,Sierra 2500 Denali,2015,138404,Diesel,397.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,44590,41604.14
Outra,RSX Type S,2006,114907,Gasoline,201.0,2.0,4.0,Manual,Black,Outra,None reported,No,13641,13480.82
Outra,G35 Base,2003,171395,Gasoline,280.0,3.5,6.0,Manual,Outra,beige,None reported,Yes,8645,10751.27
Outra,S4 Base,2007,149669,Gasoline,340.0,4.2,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,10005,12694.27
Outra,Sequoia Limited,2012,242850,Gasoline,381.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,15925,15058.14
Outra,Civic Si Base,2020,9696,Gasoline,205.0,1.5,4.0,Manual,Outra,Outra,None reported,Yes,25025,28152.85
Chevrolet,Silverado 1500 1LZ,2014,178790,E85 Flex Fuel,355.0,5.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,23660,23003.39
Ford,Fusion SE,2011,183985,Gasoline,175.0,2.5,4.0,Automatic,Black,Black,None reported,Yes,5460,5685.48
Ford,Fusion Energi Titanium,2015,135751,Plug-In Hybrid,188.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,9100,10563.16
Mercedes-Benz,Sprinter High Roof,2015,177028,Diesel,188.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,26390,30912.38
Outra,Wrangler Rubicon,2023,11265,Hybrid,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,41860,41575.17
Outra,Rover Discovery HSE LUXURY,2017,75961,Gasoline,340.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,26390,28264.36
Outra,Mazda3 FWD w/Preferred Package,2019,97848,Gasoline,186.0,2.5,4.0,Automatic,Outra,beige,None reported,Yes,18109,18541.86
Ford,Mustang GT,2018,86554,Gasoline,460.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,27254,29843.16
Outra,LS 460 Base,2008,162331,Gasoline,380.0,4.6,8.0,Automatic,Black,beige,None reported,Yes,14011,12854.22
Outra,Xterra S,2008,162383,Gasoline,261.0,4.0,6.0,Automatic,Black,Outra,None reported,Yes,6369,8189.0
Outra,Ascent Limited 7-Passenger,2022,20439,Gasoline,260.0,2.4,4.0,CVT,white,beige,None reported,Yes,35035,39197.75
BMW,330 i,2021,41843,Gasoline,255.0,2.0,4.0,DCT,Black,Black,None reported,Yes,33670,34071.75
Ford,F-250 XLT,2019,62121,Diesel,450.0,6.7,8.0,Automatic,Outra,Outra,None reported,Yes,49595,48303.73
Outra,Compass Sport,2016,159325,Gasoline,172.0,2.4,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,4550,7921.05
Outra,Solstice GXP,2007,75639,Gasoline,260.0,2.0,4.0,Manual,Black,Black,None reported,Yes,12103,15141.52
Mercedes-Benz,CLA-Class CLA 250,2016,193121,Gasoline,208.0,2.0,4.0,DCT,Black,Black,None reported,Yes,18018,16648.54
Outra,A5 2.0T Premium,2013,178637,Gasoline,211.0,2.0,4.0,DCT,Outra,beige,None reported,Yes,10465,11527.69
Outra,Montero Limited,2004,233355,Gasoline,215.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,8144,8422.41
Mercedes-Benz,SL-Class SL550 Roadster,2009,96722,Gasoline,382.0,5.5,8.0,Automatic,Black,Black,None reported,Yes,24570,24284.58
Outra,RAV4 Prime XSE,2022,11426,Plug-In Hybrid,302.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,44590,46979.12
Outra,NV Passenger NV3500 HD SL V8,2020,23099,Gasoline,375.0,5.6,8.0,Automatic,Black,Outra,None reported,Yes,58149,56048.45
Ford,Bronco Wildtrak Advanced,2022,16077,Gasoline,315.0,2.7,6.0,DCT,Outra,Black,None reported,Yes,58695,58491.47
Ford,Mustang Bullitt,2019,78053,Gasoline,480.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,40949,43023.27
Chevrolet,Express 3500 LT,2016,193121,Diesel,260.0,6.6,8.0,Automatic,white,Outra,None reported,Yes,17745,21121.75
Mercedes-Benz,AMG E 63 S 4MATIC,2019,64374,Gasoline,603.0,4.0,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,65520,60000.34
Mercedes-Benz,CLS-Class CLS 550,2014,55683,Gasoline,402.0,4.7,8.0,DCT,Black,Black,None reported,Yes,25025,27761.65
Outra,Navigator L Reserve,2019,107944,Gasoline,450.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,43679,44860.36
Mercedes-Benz,SL-Class SL 550,2012,34279,Gasoline,382.0,5.5,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,35035,34760.11
Ford,Mustang EcoBoost Premium,2017,67029,Gasoline,310.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,21476,25537.49
Chevrolet,Monte Carlo SS,2006,107569,Gasoline,303.0,5.3,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,10920,12441.02
Ford,Mustang Shelby GT500,2012,10300,Gasoline,550.0,5.4,8.0,Manual,Outra,Black,None reported,Yes,43680,50681.52
Ford,Utility Police Interceptor Base,2017,189903,Gasoline,365.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,13650,17132.33
Ford,Expedition EL XLT,2017,292901,Gasoline,365.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15015,15737.25
Outra,TT RS Base,2012,88353,Gasoline,360.0,2.5,5.0,Manual,white,Outra,None reported,No,26299,30361.8
Outra,Beetle 2.0T Final Edition SE,2019,51499,Gasoline,174.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29802,26116.09
Outra,Cayenne AWD,2020,60350,Gasoline,335.0,3.0,6.0,Automatic,white,Black,None reported,Yes,54509,50646.12
Outra,718 Boxster Base,2019,10783,Gasoline,300.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,57330,48944.5
Outra,Rover Range Rover Sport HST MHEV,2020,30578,Hybrid,395.0,3.0,6.0,DCT,Outra,Black,None reported,No,68159,66194.31
Chevrolet,Corvette Stingray w/1LT,2023,5267,Gasoline,490.0,6.2,8.0,DCT,Black,Outra,None reported,Yes,71889,72111.83
BMW,M550 i xDrive,2020,64374,Gasoline,523.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,48230,53532.34
Outra,RX 350 F Sport Performance,2020,86502,Gasoline,295.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,29666,30263.84
BMW,M3 Base,2001,107021,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,19110,20378.79
Mercedes-Benz,E-Class E 350,2014,126334,Gasoline,302.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16289,16677.7
Outra,SQ5 3.0T Premium Plus,2018,115873,Gasoline,354.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,27300,30759.48
BMW,X5 M Base,2013,107826,Gasoline,555.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,22295,28519.68
Outra,Escalade ESV Luxury,2020,193121,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,50050,45094.04
Outra,CTS-V Base,2012,72420,Gasoline,556.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,37765,43058.29
Outra,GX 470 Base,2008,198754,Gasoline,263.0,4.7,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,13195,12205.88
Outra,GranTurismo Base,2012,19473,Gasoline,440.0,4.7,8.0,DCT,Outra,beige,None reported,Yes,34489,39351.95
Outra,Rover Range Rover Velar P380 S,2018,74030,Gasoline,380.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,36400,38227.89
Outra,Town Car Base,2004,44418,Gasoline,239.0,4.6,8.0,Automatic,Black,Outra,None reported,Yes,13559,16607.86
Outra,FJ Cruiser Base,2013,85295,Gasoline,260.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,33433,30665.84
Mercedes-Benz,SLK-Class SLK 250,2015,78858,Gasoline,201.0,1.8,4.0,Automatic,Outra,beige,None reported,Yes,21385,19552.73
Mercedes-Benz,CLA-Class CLA 250,2014,146676,Gasoline,208.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,12285,13015.39
BMW,M440 i xDrive,2021,39107,Hybrid,382.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,45499,46960.93
Outra,4Runner Limited,2018,152888,Gasoline,270.0,4.0,6.0,Automatic,Outra,Outra,None reported,Yes,30030,29515.34
Outra,STS V6,2005,154497,Gasoline,260.0,3.6,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,4549,6184.05
Outra,TSX Base,2005,243977,Gasoline,200.0,2.4,4.0,Manual,Black,Black,None reported,Yes,7188,8194.29
Outra,Town & Country Touring-L,2012,263128,E85 Flex Fuel,283.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,5414,7574.77
Outra,Ghost Base,2011,127138,Gasoline,563.0,6.6,12.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,73073,57568.49
Outra,A6 3.0T Premium Plus,2016,114714,Gasoline,333.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,20020,21711.38
Mercedes-Benz,GLS 450 Base 4MATIC,2019,54827,Gasoline,362.0,3.0,6.0,Automatic,white,beige,None reported,Yes,42679,42133.31
Mercedes-Benz,SL-Class SL 550,2013,40126,Gasoline,429.0,4.6,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,36628,38458.07
Outra,Yukon SLT,2014,229171,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12285,14314.71
Outra,GV80 2.5T,2023,13036,Gasoline,300.0,2.5,4.0,DCT,Outra,beige,None reported,Yes,52143,51350.31
Outra,G70 2.0T,2023,3293,Gasoline,252.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,39584,40275.41
Outra,2500 Big Horn,2020,82077,Gasoline,410.0,6.4,8.0,Automatic,Outra,Black,None reported,Yes,40859,40792.48
Outra,Altima 2.5 S,2015,241080,Gasoline,182.0,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,10556,10130.58
Ford,Bronco Badlands Advanced,2022,27359,Gasoline,315.0,2.7,6.0,Automatic,white,Black,None reported,Yes,63699,58813.62
Ford,Explorer Sport,2016,153692,Gasoline,365.0,3.5,6.0,DCT,Black,Black,None reported,Yes,18200,20466.88
Outra,Rover Range Rover Supercharged,2008,183927,Gasoline,400.0,4.2,8.0,Automatic,Black,Black,None reported,Yes,9009,9596.8
Chevrolet,Suburban 1500 LT,2015,288394,Gasoline,355.0,5.3,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,14560,16885.84
Outra,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,12553,Plug-In Hybrid,455.0,2.0,4.0,Automatic,Black,beige,None reported,Yes,60060,60772.44
BMW,740 i,2017,88514,Gasoline,320.0,3.0,6.0,DCT,white,Black,None reported,Yes,36400,34706.14
BMW,335 i xDrive,2012,247195,Gasoline,300.0,3.0,6.0,Manual,Black,Black,None reported,Yes,15925,15073.14
Outra,Accord Hybrid Touring,2017,155141,Hybrid,212.0,2.0,4.0,CVT,white,beige,At least 1 accident or damage reported,Yes,16835,16478.21
Outra,H3 Base,2007,221016,Gasoline,242.0,3.7,5.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,9100,9021.07
Outra,tC Anniversary Edition,2014,185075,Gasoline,179.0,2.5,4.0,Manual,Outra,Outra,None reported,Yes,10460,10960.3
BMW,Z4 sDrive35is,2014,6759,Gasoline,335.0,3.0,6.0,DCT,white,Outra,None reported,Yes,59145,53848.44
Outra,GV70 3.5T Sport,2022,20761,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,48230,47211.99
Outra,CX-5 Touring,2018,98170,Gasoline,187.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,19838,20004.84
Outra,ES 350 Base,2007,127106,Gasoline,272.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,9646,9826.56
Outra,Challenger GT,2021,64374,Gasoline,303.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,29575,31336.96
BMW,330 i,2005,95434,Gasoline,225.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,28119,21698.33
Mercedes-Benz,GLS 450 Base 4MATIC,2017,170590,Gasoline,362.0,3.0,6.0,Automatic,white,Black,None reported,Yes,23569,25818.38
Outra,911 Carrera S,2013,62764,Gasoline,400.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,66430,63681.31
Outra,TLX V6 Advance,2016,205996,Gasoline,290.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,17745,17857.59
Outra,Rogue SL,2017,238183,Gasoline,170.0,2.5,4.0,Automatic,white,Outra,None reported,Yes,11830,11745.26
BMW,323 Ci,2000,285980,Gasoline,170.0,2.5,6.0,Automatic,Outra,Black,None reported,Yes,2275,3377.37
BMW,320 i xDrive,2016,297729,Gasoline,180.0,2.0,4.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,6825,7909.5
Outra,G8 GT,2009,130883,Gasoline,355.0,6.0,8.0,DCT,Black,Black,None reported,Yes,15925,17321.66
Mercedes-Benz,AMG GT Base,2018,45355,Gasoline,469.0,4.0,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,76895,68255.16
Ford,F-150 Lariat,2016,40234,E85 Flex Fuel,385.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,59150,52709.77
Chevrolet,Corvette Stingray,2018,22370,Gasoline,455.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,49586,48493.77
Ford,Mustang GT Premium,2020,27117,Gasoline,460.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,37310,45412.59
Outra,Q8 55 Premium Plus,2021,23738,Hybrid,335.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,55564,56050.39
Mercedes-Benz,S-Class S 550 4MATIC,2015,86905,Gasoline,449.0,4.7,8.0,Automatic,white,beige,None reported,Yes,33670,35871.42
Chevrolet,Tahoe LTZ,2015,216457,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,25480,23502.3
Outra,QX60 Base,2016,146835,Gasoline,265.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,15925,16648.79
Outra,Rover Range Rover Sport HSE,2019,84169,Gasoline,340.0,3.0,6.0,DCT,Black,Black,None reported,Yes,45409,43551.23
Outra,RSX Base,2005,299402,Gasoline,160.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,6097,5699.53
Chevrolet,Corvette Stingray w/2LT,2020,2897,Gasoline,490.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,69160,70588.92
Outra,Rover Range Rover 5.0L Supercharged Autobiography,2016,90123,Gasoline,510.0,5.0,8.0,Automatic,Black,Outra,None reported,Yes,45409,42096.97
Outra,RS 7 4.0T Prestige,2014,106458,Gasoline,560.0,4.0,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,43675,43671.68
Outra,2500 Tradesman,2018,102596,Gasoline,410.0,6.4,8.0,Automatic,Outra,Outra,None reported,Yes,32760,35191.52
Outra,Ram 1500 Quad Cab,2002,288073,Gasoline,245.0,5.9,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5915,7472.06
Outra,ILX Technology Plus Package,2017,109757,Gasoline,201.0,2.4,4.0,DCT,Black,Outra,At least 1 accident or damage reported,Yes,14332,15315.5
BMW,535 i xDrive,2015,104607,Gasoline,300.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,22745,22101.39
Outra,FX50 Base,2011,136633,Gasoline,390.0,5.0,8.0,Automatic,Outra,Black,None reported,No,20430,19229.59
Outra,Rover Discovery S,2003,196157,Gasoline,217.0,4.6,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,5460,6515.1
Outra,Crosstour EX-L,2012,146035,Gasoline,192.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,11812,11433.67
Mercedes-Benz,G-Class G 63 AMG,2014,80305,Gasoline,536.0,5.5,8.0,Automatic,white,Black,None reported,Yes,66429,57815.21
Outra,Boxster Base,2013,65661,Gasoline,265.0,2.7,6.0,Automatic,Outra,beige,None reported,Yes,32305,28608.9
BMW,M3 Base,2011,69202,Gasoline,414.0,4.0,8.0,Manual,Black,Black,None reported,Yes,46319,44356.73
Outra,CTS 3.6L Premium Luxury,2019,219112,Gasoline,335.0,3.6,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,20475,24116.73
Outra,F-TYPE S,2014,120049,Gasoline,495.0,5.0,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,29530,31538.98
Outra,ProMaster 2500 High Roof,2019,50986,Gasoline,280.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,30485,30715.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,62764,Gasoline,362.0,3.0,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35490,33934.7
Outra,RS 5 2.9T,2019,34182,Gasoline,444.0,2.9,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,54554,53918.95
Outra,Xterra Pro-4X,2011,294510,Gasoline,261.0,4.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,10920,11740.94
Chevrolet,Corvette Base,2005,230289,Gasoline,400.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,14560,14578.58
Outra,XC60 T6 Inscription,2019,94308,Gasoline,330.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,26390,28036.34
Outra,Ascent Touring 7-Passenger,2019,114703,Gasoline,260.0,2.4,4.0,CVT,Black,Outra,None reported,Yes,21749,24835.95
BMW,135 i,2009,117321,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,14105,14772.42
Ford,F-150 Platinum,2018,97623,Gasoline,375.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,42679,40358.21
Chevrolet,Malibu LTZ,2010,89962,Gasoline,252.0,3.6,6.0,DCT,Outra,beige,None reported,Yes,8144,11407.69
Outra,RX 350 Base,2016,115470,Gasoline,295.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,25480,24879.77
Ford,Taurus X Limited,2008,239710,Gasoline,263.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,3549,5799.57
BMW,X5 3.0si,2007,160452,Gasoline,260.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,7735,8171.46
Outra,XTS Luxury,2014,101308,Gasoline,304.0,3.6,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,15923,18139.02
Chevrolet,Tahoe Premier,2020,220480,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,41860,36855.84
Ford,F-150 Raptor,2021,45480,Gasoline,450.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,66384,63399.25
Mercedes-Benz,C-Class C 300,2017,95595,Gasoline,241.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19110,18670.63
Outra,XF Premium,2011,56543,Gasoline,385.0,5.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,11284,17605.9
Outra,A6 2.0T Premium Plus,2016,154497,Gasoline,252.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,20011,18712.91
BMW,228 i,2015,86905,Gasoline,240.0,2.0,4.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,18196,19243.71
BMW,428 i xDrive SULEV,2016,123919,Gasoline,240.0,2.0,4.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,24569,20998.5
Outra,Regal Turbo - Premium 1,2012,305775,Gasoline,220.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,5460,6699.88
Outra,LX 570 Three-Row,2018,63247,Gasoline,383.0,5.7,8.0,DCT,Black,Black,None reported,Yes,63245,56382.57
Outra,XC60 T5 R-Design,2019,70006,Gasoline,250.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,27300,27574.1
Chevrolet,Tahoe High Country,2021,85295,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,61061,61064.03
Ford,Expedition Max Limited,2021,49758,Gasoline,375.0,3.5,6.0,Automatic,white,beige,None reported,Yes,47319,46062.93
Outra,Jetta 1.4T S,2019,94951,Gasoline,147.0,1.4,4.0,Automatic,Outra,Black,None reported,Yes,15470,15687.34
Outra,Sorento SX Prestige,2023,17864,Gasoline,281.0,2.5,4.0,DCT,white,Black,None reported,Yes,36582,40939.39
BMW,M3 Base,2016,90501,Gasoline,425.0,3.0,6.0,Manual,Outra,Outra,None reported,Yes,45955,45957.39
Ford,Mustang GT Premium,2012,169786,Gasoline,412.0,5.0,8.0,Manual,Outra,Black,None reported,Yes,17290,18521.22
Outra,A4 2.0T Premium,2011,146157,Gasoline,211.0,2.0,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,7553,8741.9
Outra,Golf SportWagen TSI S 4-Door,2016,205626,Gasoline,170.0,1.8,4.0,Manual,white,beige,None reported,Yes,12558,12164.82
Outra,S2000 Base,2003,162544,Gasoline,240.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,25480,23112.53
Outra,Cooper S Base,2010,156742,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,6096,6795.1
Outra,RC 350 Base,2015,77249,Gasoline,306.0,3.5,6.0,DCT,Outra,Outra,None reported,Yes,29939,28478.05
Outra,300 Touring,2009,216621,Gasoline,250.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,6825,7589.63
Outra,Rover Range Rover 3.0L Supercharged,2014,95756,E85 Flex Fuel,340.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,30758,28821.29
Chevrolet,Camaro 1SS,2021,20278,Gasoline,455.0,6.2,8.0,Manual,Outra,Black,None reported,Yes,42770,42192.13
BMW,X7 xDrive40i,2022,12875,Hybrid,335.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,77350,72324.06
Outra,Genesis Coupe 3.8 Track,2010,205191,Gasoline,306.0,3.8,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,5460,8761.69
Chevrolet,Corvette Base,2006,62977,Gasoline,400.0,6.0,8.0,DCT,Outra,beige,None reported,Yes,31850,29617.72
BMW,i8 Base,2019,45384,Plug-In Hybrid,369.0,1.5,3.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,72754,68638.64
Outra,Rover Range Rover Sport HST MHEV,2020,59945,Hybrid,395.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,49595,52430.54
Ford,Ranger Edge SuperCab,2004,177028,Gasoline,148.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,7735,6973.81
Outra,V60 T6 R-Design Platinum,2015,95387,Gasoline,325.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,27209,27982.09
Outra,XTS Luxury,2013,244620,Gasoline,304.0,3.6,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,7735,9972.82
Outra,TLX Type S w/Performance Tire,2023,2894,Gasoline,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,48230,52889.03
Outra,Durango R/T,2020,125529,Gasoline,360.0,5.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,26845,31329.21
Outra,Romeo Giulia Base,2017,57936,Gasoline,280.0,2.0,4.0,Automatic,white,Outra,None reported,Yes,19110,21961.38
Ford,Edge Titanium,2017,182329,Gasoline,245.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15015,14759.81
Chevrolet,Corvette Stingray,2015,41116,Gasoline,455.0,6.2,8.0,Automatic,Outra,Outra,None reported,Yes,44590,42775.43
Chevrolet,Silverado 2500 LT,2015,197579,E85 Flex Fuel,360.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,25024,25406.06
Outra,Routan SE,2011,312213,Gasoline,283.0,3.6,6.0,DCT,Black,Outra,At least 1 accident or damage reported,Yes,3185,6023.24
Outra,Sorento LX,2021,87226,Gasoline,191.0,2.5,4.0,Automatic,white,Black,None reported,Yes,21658,25889.86
Outra,ATS 2.5L,2014,129391,Gasoline,202.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,13650,13693.39
Ford,F-250 Platinum,2022,7242,Gasoline,430.0,7.3,8.0,Automatic,Black,Black,None reported,Yes,78715,74059.17
Outra,Cooper S Base,2012,205996,Gasoline,181.0,1.6,4.0,Automatic,Black,Black,None reported,Yes,7735,7631.32
BMW,X1 xDrive28i,2021,41711,Gasoline,228.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29120,28634.91
Mercedes-Benz,E-Class E 350 4MATIC,2008,108228,Gasoline,268.0,3.5,6.0,Automatic,white,beige,None reported,Yes,10829,10765.68
Outra,Outback 2.5i Premium,2019,123919,Gasoline,175.0,2.5,4.0,CVT,Outra,Outra,At least 1 accident or damage reported,Yes,17062,17267.66
Outra,718 Boxster S,2017,78697,Gasoline,350.0,2.5,4.0,DCT,Outra,Black,None reported,Yes,56875,47128.94
Ford,F-150 XL,2018,84491,E85 Flex Fuel,395.0,5.0,8.0,Automatic,Outra,Outra,None reported,Yes,31850,33979.19
Outra,Palisade SEL,2020,111828,Gasoline,291.0,3.8,6.0,Automatic,white,Black,None reported,Yes,29120,29690.11
Outra,911 Carrera 4,2013,108666,Gasoline,350.0,3.4,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,54145,46900.31
Outra,911 Carrera 4 Cabriolet,2003,140979,Gasoline,315.0,3.6,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,29120,24968.26
Outra,Rover Range Rover SWB,2020,46671,Hybrid,355.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,63700,58169.92
Outra,350Z Touring,2006,135507,Gasoline,300.0,3.5,6.0,Manual,Outra,Outra,None reported,Yes,9282,13283.18
Outra,MKZ Reserve I,2019,57936,Gasoline,245.0,2.0,4.0,Automatic,white,beige,None reported,Yes,24115,24905.72
Outra,Panamera Turbo,2015,108164,Gasoline,520.0,4.8,8.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,47274,43900.75
Mercedes-Benz,AMG C 63 Base,2017,101389,Gasoline,469.0,4.0,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,38220,39541.58
Outra,Acadia SLT-1,2012,187048,Gasoline,288.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,7189,8596.08
Outra,Forester 2.5i Limited,2015,144841,Gasoline,170.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,14560,13589.99
Outra,Cayenne Turbo,2009,67536,Gasoline,500.0,4.8,8.0,DCT,Black,beige,At least 1 accident or damage reported,Yes,31850,34305.49
