Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
Outra,Ridgeline RTL-E,2021,23242,Gasoline,280.0,3.5,6.0,Automatic,white,beige,None reported,Yes,35035,35801,2022-05-25,2022-05-29,3.3
Outra,Sequoia SR5,2013,223216,E85 Flex Fuel,381.0,5.7,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,17108,19144,2022-04-29,2022-05-03,1.6
Outra,911 Carrera C4S,2006,104607,Gasoline,355.0,3.8,6.0,Manual,Outra,Outra,None reported,No,39130,39134,2022-12-14,2022-12-16,3.8
Outra,SQ5 3.0T Premium Plus,2016,96561,Gasoline,354.0,3.0,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,22477,25310,2023-08-24,2023-08-28,6.8
Outra,Escalade ESV Base,2009,244730,E85 Flex Fuel,403.0,6.2,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,11238,11360,2023-06-13,2023-06-17,8.1
Outra,Panamera GTS,2015,63569,Gasoline,440.0,4.8,8.0,DCT,Black,Black,None reported,Yes,47857,43053,2022-02-20,2022-02-24,7.1
Outra,Lancer Evolution GSR,2013,123115,Gasoline,291.0,2.0,4.0,Manual,Black,Black,None reported,Yes,25480,27494,2022-05-25,2022-05-29,4.7
Mercedes-Benz,S-Class S 560 4MATIC,2019,79663,Gasoline,463.0,4.0,8.0,Automatic,Black,beige,None reported,Yes,50869,48306,2023-08-06,2023-08-08,6.6
Outra,Challenger R/T,2014,149445,Gasoline,375.0,5.7,8.0,Automatic,Outra,Outra,None reported,Yes,17972,21280,2022-02-17,2022-02-18,7.3
Outra,300 S,2016,161858,Gasoline,300.0,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15925,16308,2023-09-20,2023-09-22,7.1
Outra,Rover Range Rover Evoque HSE Dynamic,2016,127138,Gasoline,240.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,21840,21077,2023-10-10,2023-10-13,5.4
Outra,Sierra 2500 AT4,2020,84769,Diesel,445.0,6.6,8.0,Automatic,Black,beige,None reported,Yes,63245,60112,2022-06-01,2022-06-03,3.5
Outra,Ram 1500 ST,2011,302557,Gasoline,210.0,3.7,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,7735,7447,2022-06-04,2022-06-07,9.0
Outra,Gladiator Rubicon,2020,45031,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,43225,42095,2022-10-31,2022-11-03,5.7
Outra,CX-9 Signature,2018,31382,Gasoline,227.0,2.5,4.0,DCT,white,Outra,None reported,Yes,29348,29342,2022-09-20,2022-09-22,3.8
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,53005,Gasoline,563.0,5.5,8.0,DCT,white,beige,At least 1 accident or damage reported,Yes,81900,72032,2023-01-16,2023-01-17,6.9
Outra,Acadia SLE,2021,41843,Gasoline,228.0,2.0,4.0,Automatic,white,Black,None reported,Yes,28119,28620,2022-05-21,2022-05-23,8.8
Outra,LX 570 Three-Row,2021,33796,Gasoline,383.0,5.7,8.0,DCT,white,Black,None reported,Yes,81899,76676,2022-07-10,2022-07-12,8.6
Mercedes-Benz,Metris Base,2020,22531,Gasoline,208.0,2.0,4.0,Automatic,Black,beige,None reported,Yes,43680,39163,2022-01-23,2022-01-27,1.5
Outra,Titan XD S,2019,86385,Gasoline,390.0,5.6,8.0,Automatic,Outra,Outra,None reported,Yes,25389,29718,2022-05-05,2022-05-07,1.7
Mercedes-Benz,C-Class C 250 Sport,2014,113639,Gasoline,201.0,1.8,4.0,Automatic,white,beige,None reported,Yes,13195,13408,2023-09-20,2023-09-21,6.4
Outra,Yukon XL SLT,2017,177028,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,31849,28631,2023-04-01,2023-04-04,5.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,99256,Gasoline,208.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,17290,16765,2022-04-21,2022-04-25,4.9
Outra,Genesis Coupe 3.8 Track,2011,120701,Gasoline,306.0,3.8,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,10920,13165,2023-04-16,2023-04-19,5.9
Outra,IS 300 Base,2017,110837,Gasoline,255.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,25890,24098,2023-10-29,2023-10-30,9.8
Outra,allroad 2.0T Prestige,2013,168107,Gasoline,211.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,16289,15861,2022-06-30,2022-07-01,8.6
Chevrolet,Corvette Base,2008,83453,Gasoline,430.0,6.2,8.0,Automatic,Outra,Outra,None reported,Yes,32669,33180,2022-08-03,2022-08-06,7.6
Outra,MX-5 Miata Base,2003,14903,Gasoline,142.0,1.8,4.0,Manual,white,beige,None reported,Yes,20020,19551,2022-06-28,2022-06-29,1.5
BMW,X3 sDrive30i,2021,20600,Gasoline,248.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,36391,36654,2022-09-18,2022-09-20,8.5
Outra,Durango GT,2020,78858,Gasoline,295.0,3.6,6.0,Automatic,white,Black,None reported,Yes,36400,35103,2022-07-06,2022-07-07,1.4
Outra,ATS 2.0L Turbo Luxury,2016,133576,Gasoline,272.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,15015,16409,2022-06-01,2022-06-03,1.8
Ford,Shelby GT350 Base,2018,29797,Gasoline,526.0,5.2,8.0,Manual,white,Black,At least 1 accident or damage reported,Yes,55389,60984,2022-01-18,2022-01-21,3.5
Outra,1500 Limited,2019,141249,Hybrid,395.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,40040,36938,2023-12-11,2023-12-13,6.7
Outra,Acadia Denali,2015,120482,Gasoline,288.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,18000,18733,2022-03-22,2022-03-25,4.0
Outra,RX 350 F Sport,2017,86340,Gasoline,295.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,30030,28197,2023-12-08,2023-12-11,4.8
Chevrolet,Corvette Stingray w/2LT,2021,4913,Gasoline,490.0,6.2,8.0,DCT,Outra,Outra,None reported,Yes,76349,76123,2022-07-05,2022-07-07,3.7
Outra,Impreza 2.0i Sport,2017,70811,Gasoline,152.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,21385,20199,2022-01-02,2022-01-04,10.0
Outra,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,85295,Gasoline,510.0,5.0,8.0,DCT,Black,beige,None reported,Yes,43225,42750,2022-10-11,2022-10-13,8.3
Outra,Envision Preferred,2019,51499,Gasoline,197.0,2.5,4.0,Automatic,Black,beige,None reported,Yes,24570,24902,2023-01-10,2023-01-14,5.2
BMW,M5 Base,2013,138404,Gasoline,560.0,4.4,8.0,DCT,Outra,Outra,None reported,Yes,29120,30374,2022-09-24,2022-09-26,9.4
Outra,ES 350 Base,2016,86744,Gasoline,268.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,25025,24847,2022-05-22,2022-05-26,9.7
BMW,740 i,2016,117482,Gasoline,320.0,3.0,6.0,DCT,Black,Black,None reported,Yes,21839,21926,2023-02-23,2023-02-26,6.7
BMW,750 i,2018,131162,Gasoline,445.0,4.4,8.0,Automatic,white,Outra,None reported,Yes,37538,37761,2022-11-04,2022-11-06,4.0
Outra,Equus Signature,2013,115873,Gasoline,429.0,5.0,8.0,Automatic,Outra,Black,None reported,Yes,15925,18346,2023-08-10,2023-08-14,1.2
Chevrolet,Camaro 1SS,2021,24140,Gasoline,455.0,6.2,8.0,Manual,Outra,Outra,None reported,Yes,39585,41303,2022-03-25,2022-03-28,6.0
Chevrolet,Suburban LT,2019,115873,Gasoline,355.0,5.3,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,35490,34419,2022-02-27,2022-03-02,5.7
Outra,Cayenne Diesel,2014,139720,Diesel,240.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,30485,29761,2023-11-26,2023-11-27,8.6
Outra,Q40 Base,2015,230539,Gasoline,328.0,3.7,6.0,DCT,Outra,Black,None reported,Yes,10465,12610,2022-04-11,2022-04-15,5.3
Chevrolet,Corvette Base,2000,156911,Gasoline,345.0,5.7,8.0,Manual,Outra,Black,None reported,Yes,9100,12985,2023-06-08,2023-06-09,7.3
Outra,IS 350 Base,2014,167372,Gasoline,306.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,19110,18330,2022-11-25,2022-11-26,6.4
Ford,Taurus SHO,2011,257495,Gasoline,365.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,4277,8431,2022-08-24,2022-08-25,9.9
Outra,A5 2.0T Premium Plus,2019,38346,Gasoline,248.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,31845,30955,2023-02-25,2023-03-01,5.4
Outra,Sienna XLE Limited,2007,181260,Gasoline,266.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,10465,9514,2023-08-20,2023-08-21,2.7
Outra,Escalade ESV Platinum,2016,271335,Gasoline,420.0,6.2,8.0,Automatic,white,beige,None reported,Yes,26845,24914,2022-09-03,2022-09-07,8.6
Outra,LaCrosse Base,2017,108631,Gasoline,310.0,3.6,6.0,Automatic,Black,beige,None reported,Yes,18200,20866,2022-11-09,2022-11-12,8.8
Ford,Mustang SVT Cobra,2003,25910,Gasoline,390.0,4.6,8.0,Manual,Outra,beige,None reported,Yes,32305,33607,2023-10-30,2023-10-31,7.2
Outra,Pathfinder SL,2018,268760,Gasoline,284.0,3.5,6.0,Automatic,Black,beige,None reported,No,13195,17565,2023-05-28,2023-05-31,8.8
BMW,X1 xDrive28i,2019,84093,Gasoline,228.0,2.0,4.0,DCT,white,Black,None reported,Yes,31395,29817,2023-05-01,2023-05-03,4.8
Chevrolet,Corvette Stingray w/2LT,2023,8369,Gasoline,490.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,80899,78520,2022-11-29,2022-12-02,6.1
Outra,Tundra Platinum,2023,14162,Gasoline,389.0,3.4,6.0,Automatic,Outra,Black,None reported,Yes,62335,59609,2023-06-19,2023-06-20,7.9
Outra,LX 570 Base,2013,215652,Gasoline,383.0,5.7,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,27295,24905,2022-05-01,2022-05-04,8.2
Outra,Camry Hybrid XLE,2018,35406,Hybrid,208.0,2.5,4.0,Automatic,white,beige,None reported,Yes,26845,27342,2023-10-22,2023-10-26,5.1
Mercedes-Benz,CLA-Class CLA 250,2014,122584,Gasoline,208.0,2.0,4.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,15015,14722,2023-07-29,2023-08-01,4.8
Ford,Bronco Heritage Edition Advanced,2023,2414,Gasoline,275.0,2.3,4.0,Manual,Outra,Outra,None reported,Yes,54600,52346,2023-05-24,2023-05-26,3.5
Outra,Rover Defender SE,2022,74030,Hybrid,395.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,68250,65079,2022-12-08,2022-12-09,7.7
Outra,Rover Range Rover Supercharged LWB,2020,130357,Gasoline,518.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,58968,52588,2023-07-29,2023-07-31,3.0
Outra,RS 7 4.0T Prestige,2016,50694,Gasoline,560.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,60970,60199,2022-10-29,2022-10-30,5.1
Outra,Clubman Cooper S ALL4,2017,128667,Gasoline,189.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,15825,15309,2023-09-22,2023-09-24,4.7
Outra,Santa Fe GLS,2015,155263,Gasoline,290.0,3.3,6.0,Automatic,white,Outra,None reported,Yes,11830,14269,2023-05-23,2023-05-26,9.6
Outra,Cooper S Clubman Base,2009,134948,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,6324,7156,2022-10-21,2022-10-23,2.9
Outra,Outback 3.6R Limited,2016,140161,Gasoline,256.0,3.6,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,17745,17934,2023-07-18,2023-07-20,7.2
Outra,Wrangler Unlimited X,2007,218010,Gasoline,205.0,3.8,6.0,Automatic,Black,Outra,None reported,Yes,14332,13156,2022-12-18,2022-12-22,9.4
Chevrolet,Suburban RST,2022,34440,Diesel,277.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,62790,52741,2022-04-25,2022-04-26,3.4
BMW,M3 Base,2009,126195,Gasoline,420.0,4.0,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,26162,26514,2023-08-03,2023-08-05,4.9
BMW,740 Li,2012,137200,Gasoline,326.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,16835,18938,2022-09-30,2022-10-03,9.8
Outra,QX60 Base,2017,150474,Gasoline,295.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,14560,16831,2023-09-05,2023-09-08,3.2
Outra,Highlander XLE,2020,56327,Gasoline,295.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,33669,33297,2022-04-12,2022-04-13,1.3
Outra,Highlander Hybrid Limited,2018,100101,Hybrid,306.0,3.5,6.0,CVT,Outra,beige,None reported,Yes,32493,31593,2023-10-01,2023-10-05,4.0
BMW,Z4 3.0i Roadster,2006,74847,Gasoline,215.0,3.0,6.0,DCT,Outra,beige,At least 1 accident or damage reported,Yes,10465,12230,2023-01-08,2023-01-11,9.7
Chevrolet,Silverado 1500 1LT,2018,130357,E85 Flex Fuel,285.0,4.3,6.0,Automatic,Outra,Outra,None reported,Yes,29120,28123,2022-08-03,2022-08-06,6.1
Outra,Wrangler Unlimited Sport,2020,53205,Gasoline,285.0,3.6,6.0,Automatic,white,Black,None reported,Yes,33215,35094,2023-01-08,2023-01-10,8.5
Ford,Expedition Platinum,2018,78245,Gasoline,400.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,46864,42485,2022-01-29,2022-01-31,5.6
BMW,M340 i xDrive,2022,14484,Hybrid,382.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,51779,52379,2023-10-29,2023-10-30,5.9
Outra,Tundra SR5,2016,191512,Gasoline,381.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,27254,29908,2022-05-19,2022-05-20,2.1
Ford,F-250 XLT,2019,51930,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,42315,44443,2023-10-19,2023-10-23,3.6
Outra,Escalade Premium Luxury,2022,30980,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,79169,73038,2023-05-06,2023-05-10,5.0
Outra,Optima Hybrid EX,2013,168971,Hybrid,199.0,2.4,4.0,Automatic,Black,beige,None reported,Yes,8190,9209,2023-06-28,2023-07-01,4.8
Outra,XTS Luxury,2019,86908,Gasoline,304.0,3.6,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,20475,25210,2023-12-19,2023-12-22,8.8
Outra,Cayenne Diesel,2015,156589,Diesel,240.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,27295,29097,2023-06-04,2023-06-08,9.6
Outra,MKZ Select,2017,84143,Gasoline,240.0,2.0,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375,15510,2022-11-06,2022-11-07,7.3
Outra,Navigator Reserve,2019,72004,Gasoline,450.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,48229,46724,2023-12-17,2023-12-19,3.7
Mercedes-Benz,AMG C 63 S,2017,96561,Gasoline,503.0,4.0,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,47775,44763,2022-03-14,2022-03-16,8.5
Outra,Stinger GT1,2021,13338,Gasoline,365.0,3.3,6.0,Automatic,Black,Black,None reported,Yes,41768,45001,2022-08-31,2022-09-02,6.4
BMW,M235 i,2015,130357,Gasoline,320.0,3.0,6.0,Manual,white,Outra,None reported,Yes,25380,24625,2023-09-12,2023-09-15,7.2
BMW,X4 M Competition,2020,29551,Gasoline,503.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,54600,58086,2023-08-27,2023-08-28,5.2
Ford,Expedition Max King Ranch,2020,83686,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,48887,44721,2023-03-11,2023-03-14,7.1
Ford,Ranger XLT SuperCab,2002,309155,Gasoline,207.0,4.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,5870,5940,2022-08-19,2022-08-20,4.0
Mercedes-Benz,SLK-Class SLK320,2001,95756,Gasoline,215.0,3.2,6.0,Manual,Outra,beige,None reported,Yes,5915,8406,2022-11-02,2022-11-04,6.4
Outra,Panamera 4S,2010,100975,Gasoline,400.0,4.8,8.0,DCT,Outra,Outra,None reported,Yes,26026,26499,2023-03-31,2023-04-01,6.8
Outra,Cayenne Platinum Edition,2017,117551,Gasoline,300.0,3.6,6.0,Automatic,white,Black,None reported,Yes,28201,25167,2023-06-02,2023-06-04,9.5
Outra,Rover Range Rover 5.0L V8 Supercharged,2019,28164,Gasoline,518.0,5.0,8.0,Automatic,Black,Black,None reported,Yes,59150,60309,2022-02-10,2022-02-13,6.7
Outra,XC90 3.2,2011,142105,Gasoline,235.0,3.2,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,10465,11773,2022-10-13,2022-10-14,2.0
Outra,Sierra 2500 Denali,2015,138404,Diesel,397.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,44590,41604,2023-04-24,2023-04-25,2.6
Outra,RSX Type S,2006,114907,Gasoline,201.0,2.0,4.0,Manual,Black,Outra,None reported,No,13641,13480,2022-01-11,2022-01-12,4.8
Outra,G35 Base,2003,171395,Gasoline,280.0,3.5,6.0,Manual,Outra,beige,None reported,Yes,8645,10751,2022-02-05,2022-02-08,9.4
Outra,S4 Base,2007,149669,Gasoline,340.0,4.2,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,10005,12694,2022-11-10,2022-11-11,7.3
Outra,Sequoia Limited,2012,242850,Gasoline,381.0,5.7,8.0,Automatic,Black,Outra,None reported,Yes,15925,15058,2023-09-14,2023-09-18,6.2
Outra,Civic Si Base,2020,9696,Gasoline,205.0,1.5,4.0,Manual,Outra,Outra,None reported,Yes,25025,28152,2023-04-19,2023-04-23,3.3
Chevrolet,Silverado 1500 1LZ,2014,178790,E85 Flex Fuel,355.0,5.3,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,23660,23003,2023-11-04,2023-11-06,8.5
Ford,Fusion SE,2011,183985,Gasoline,175.0,2.5,4.0,Automatic,Black,Black,None reported,Yes,5460,5685,2023-10-24,2023-10-26,8.9
Ford,Fusion Energi Titanium,2015,135751,Plug-In Hybrid,188.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,9100,10563,2022-03-16,2022-03-17,5.9
Mercedes-Benz,Sprinter High Roof,2015,177028,Diesel,188.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,26390,30912,2022-11-01,2022-11-03,1.0
Outra,Wrangler Rubicon,2023,11265,Hybrid,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,41860,41575,2023-03-19,2023-03-23,6.0
Outra,Rover Discovery HSE LUXURY,2017,75961,Gasoline,340.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,26390,28264,2022-06-13,2022-06-15,3.4
Outra,Mazda3 FWD w/Preferred Package,2019,97848,Gasoline,186.0,2.5,4.0,Automatic,Outra,beige,None reported,Yes,18109,18541,2023-12-18,2023-12-20,7.8
Ford,Mustang GT,2018,86554,Gasoline,460.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,27254,29843,2023-12-14,2023-12-18,8.8
Outra,LS 460 Base,2008,162331,Gasoline,380.0,4.6,8.0,Automatic,Black,beige,None reported,Yes,14011,12854,2023-07-01,2023-07-03,7.5
Outra,Xterra S,2008,162383,Gasoline,261.0,4.0,6.0,Automatic,Black,Outra,None reported,Yes,6369,8189,2022-01-12,2022-01-14,8.1
Outra,Ascent Limited 7-Passenger,2022,20439,Gasoline,260.0,2.4,4.0,CVT,white,beige,None reported,Yes,35035,39197,2022-11-30,2022-12-01,1.9
BMW,330 i,2021,41843,Gasoline,255.0,2.0,4.0,DCT,Black,Black,None reported,Yes,33670,34071,2023-01-02,2023-01-04,3.4
Ford,F-250 XLT,2019,62121,Diesel,450.0,6.7,8.0,Automatic,Outra,Outra,None reported,Yes,49595,48303,2022-10-05,2022-10-07,4.5
Outra,Compass Sport,2016,159325,Gasoline,172.0,2.4,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,4550,7921,2022-11-16,2022-11-18,5.5
Outra,Solstice GXP,2007,75639,Gasoline,260.0,2.0,4.0,Manual,Black,Black,None reported,Yes,12103,15141,2023-01-05,2023-01-06,10.0
Mercedes-Benz,CLA-Class CLA 250,2016,193121,Gasoline,208.0,2.0,4.0,DCT,Black,Black,None reported,Yes,18018,16648,2022-05-03,2022-05-05,8.4
Outra,A5 2.0T Premium,2013,178637,Gasoline,211.0,2.0,4.0,DCT,Outra,beige,None reported,Yes,10465,11527,2022-10-18,2022-10-22,8.2
Outra,Montero Limited,2004,233355,Gasoline,215.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,8144,8422,2022-05-11,2022-05-13,6.6
Mercedes-Benz,SL-Class SL550 Roadster,2009,96722,Gasoline,382.0,5.5,8.0,Automatic,Black,Black,None reported,Yes,24570,24284,2022-05-26,2022-05-30,5.7
Outra,RAV4 Prime XSE,2022,11426,Plug-In Hybrid,302.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,44590,46979,2023-09-26,2023-09-27,7.9
Outra,NV Passenger NV3500 HD SL V8,2020,23099,Gasoline,375.0,5.6,8.0,Automatic,Black,Outra,None reported,Yes,58149,56048,2022-07-10,2022-07-14,7.2
Ford,Bronco Wildtrak Advanced,2022,16077,Gasoline,315.0,2.7,6.0,DCT,Outra,Black,None reported,Yes,58695,58491,2022-09-27,2022-09-28,6.6
Ford,Mustang Bullitt,2019,78053,Gasoline,480.0,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,40949,43023,2022-10-18,2022-10-22,5.1
Chevrolet,Express 3500 LT,2016,193121,Diesel,260.0,6.6,8.0,Automatic,white,Outra,None reported,Yes,17745,21121,2023-08-28,2023-08-29,7.5
Mercedes-Benz,AMG E 63 S 4MATIC,2019,64374,Gasoline,603.0,4.0,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,65520,60000,2022-01-02,2022-01-06,8.6
Mercedes-Benz,CLS-Class CLS 550,2014,55683,Gasoline,402.0,4.7,8.0,DCT,Black,Black,None reported,Yes,25025,27761,2023-03-16,2023-03-20,1.5
Outra,Navigator L Reserve,2019,107944,Gasoline,450.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,43679,44860,2022-11-14,2022-11-17,1.1
Mercedes-Benz,SL-Class SL 550,2012,34279,Gasoline,382.0,5.5,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,35035,34760,2023-05-10,2023-05-11,7.8
Ford,Mustang EcoBoost Premium,2017,67029,Gasoline,310.0,2.3,4.0,Automatic,Outra,Black,None reported,Yes,21476,25537,2023-07-27,2023-07-31,3.6
Chevrolet,Monte Carlo SS,2006,107569,Gasoline,303.0,5.3,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,10920,12441,2023-10-08,2023-10-09,1.7
Ford,Mustang Shelby GT500,2012,10300,Gasoline,550.0,5.4,8.0,Manual,Outra,Black,None reported,Yes,43680,50681,2023-05-10,2023-05-14,2.3
Ford,Utility Police Interceptor Base,2017,189903,Gasoline,365.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,13650,17132,2022-12-23,2022-12-26,1.6
Ford,Expedition EL XLT,2017,292901,Gasoline,365.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15015,15737,2022-10-12,2022-10-15,8.9
Outra,TT RS Base,2012,88353,Gasoline,360.0,2.5,5.0,Manual,white,Outra,None reported,No,26299,30361,2023-06-06,2023-06-08,6.1
Outra,Beetle 2.0T Final Edition SE,2019,51499,Gasoline,174.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,29802,26116,2022-11-29,2022-11-30,7.0
Outra,Cayenne AWD,2020,60350,Gasoline,335.0,3.0,6.0,Automatic,white,Black,None reported,Yes,54509,50646,2022-01-15,2022-01-18,2.8
Outra,718 Boxster Base,2019,10783,Gasoline,300.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,57330,48944,2022-02-25,2022-02-26,7.8
Outra,Rover Range Rover Sport HST MHEV,2020,30578,Hybrid,395.0,3.0,6.0,DCT,Outra,Black,None reported,No,68159,66194,2023-03-18,2023-03-22,6.3
Chevrolet,Corvette Stingray w/1LT,2023,5267,Gasoline,490.0,6.2,8.0,DCT,Black,Outra,None reported,Yes,71889,72111,2022-07-15,2022-07-17,9.4
BMW,M550 i xDrive,2020,64374,Gasoline,523.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,48230,53532,2022-08-31,2022-09-02,4.4
Outra,RX 350 F Sport Performance,2020,86502,Gasoline,295.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,29666,30263,2022-02-16,2022-02-20,9.7
BMW,M3 Base,2001,107021,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,19110,20378,2023-09-04,2023-09-05,7.3
Mercedes-Benz,E-Class E 350,2014,126334,Gasoline,302.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16289,16677,2022-03-21,2022-03-24,6.8
Outra,SQ5 3.0T Premium Plus,2018,115873,Gasoline,354.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,27300,30759,2023-07-04,2023-07-06,9.5
BMW,X5 M Base,2013,107826,Gasoline,555.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,22295,28519,2022-05-24,2022-05-26,2.1
Outra,Escalade ESV Luxury,2020,193121,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,50050,45094,2023-06-24,2023-06-28,3.0
Outra,CTS-V Base,2012,72420,Gasoline,556.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,37765,43058,2023-04-24,2023-04-28,5.2
Outra,GX 470 Base,2008,198754,Gasoline,263.0,4.7,8.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,13195,12205,2022-05-14,2022-05-16,5.3
Outra,GranTurismo Base,2012,19473,Gasoline,440.0,4.7,8.0,DCT,Outra,beige,None reported,Yes,34489,39351,2023-04-01,2023-04-03,1.8
Outra,Rover Range Rover Velar P380 S,2018,74030,Gasoline,380.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,36400,38227,2023-12-04,2023-12-06,8.5
Outra,Town Car Base,2004,44418,Gasoline,239.0,4.6,8.0,Automatic,Black,Outra,None reported,Yes,13559,16607,2023-02-22,2023-02-23,7.9
Outra,FJ Cruiser Base,2013,85295,Gasoline,260.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,33433,30665,2023-08-01,2023-08-05,5.5
Mercedes-Benz,SLK-Class SLK 250,2015,78858,Gasoline,201.0,1.8,4.0,Automatic,Outra,beige,None reported,Yes,21385,19552,2023-07-19,2023-07-21,7.7
Mercedes-Benz,CLA-Class CLA 250,2014,146676,Gasoline,208.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,12285,13015,2022-12-09,2022-12-12,9.9
BMW,M440 i xDrive,2021,39107,Hybrid,382.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,45499,46960,2023-12-05,2023-12-09,3.2
